X,state,puma,sex,age,educ,income,latino,black,asian,married
706217.0,6.0,65415.0,1.0,34.0,10.0,45000.0,0.0,0.0,1.0,0.0
454023.0,6.0,63301.0,0.0,49.0,1.0,3800.0,1.0,0.0,0.0,0.0
862873.0,6.0,65900.0,0.0,54.0,11.0,90000.0,0.0,0.0,0.0,1.0
873538.0,6.0,66117.0,1.0,31.0,13.0,42000.0,1.0,0.0,0.0,1.0
408451.0,6.0,62709.0,1.0,66.0,11.0,9400.0,0.0,0.0,0.0,0.0
1021764.0,6.0,67502.0,1.0,41.0,1.0,1400.0,1.0,0.0,0.0,1.0
507742.0,6.0,64200.0,1.0,26.0,12.0,24000.0,1.0,0.0,0.0,1.0
1005881.0,6.0,67300.0,1.0,39.0,13.0,0.0,0.0,0.0,1.0,1.0
152218.0,6.0,61601.0,1.0,53.0,13.0,8650.0,0.0,0.0,0.0,1.0
127632.0,6.0,61504.0,1.0,32.0,11.0,3000.0,0.0,0.0,0.0,1.0
557045.0,6.0,63800.0,1.0,74.0,15.0,7300.0,0.0,0.0,0.0,0.0
930653.0,6.0,66121.0,1.0,39.0,9.0,-880.0,0.0,0.0,1.0,1.0
992563.0,6.0,66802.0,1.0,73.0,12.0,26000.0,0.0,0.0,0.0,1.0
698355.0,6.0,65413.0,1.0,38.0,9.0,0.0,0.0,0.0,0.0,1.0
762022.0,6.0,64600.0,0.0,43.0,2.0,31000.0,1.0,0.0,0.0,1.0
168738.0,6.0,61800.0,0.0,47.0,6.0,15000.0,0.0,0.0,0.0,0.0
127993.0,6.0,61504.0,1.0,28.0,13.0,42000.0,0.0,0.0,0.0,1.0
726302.0,6.0,65418.0,1.0,37.0,7.0,11000.0,0.0,1.0,0.0,0.0
558414.0,6.0,63800.0,0.0,32.0,8.0,10000.0,0.0,0.0,0.0,0.0
869084.0,6.0,66116.0,0.0,35.0,9.0,50000.0,1.0,0.0,0.0,1.0
817882.0,6.0,66103.0,1.0,34.0,11.0,0.0,0.0,0.0,1.0,1.0
312710.0,6.0,62401.0,1.0,65.0,13.0,73800.0,0.0,0.0,0.0,0.0
93470.0,6.0,61301.0,1.0,39.0,9.0,30000.0,0.0,1.0,0.0,0.0
656789.0,6.0,65407.0,0.0,23.0,7.0,6000.0,1.0,0.0,0.0,0.0
696600.0,6.0,65413.0,1.0,25.0,13.0,24000.0,0.0,0.0,0.0,0.0
49418.0,6.0,60800.0,1.0,25.0,8.0,43750.0,0.0,0.0,0.0,1.0
775399.0,6.0,65200.0,0.0,37.0,9.0,76800.0,1.0,0.0,1.0,1.0
162505.0,6.0,61800.0,0.0,74.0,13.0,0.0,0.0,0.0,0.0,1.0
1173760.0,6.0,68108.0,1.0,28.0,8.0,33000.0,1.0,0.0,0.0,0.0
1047988.0,6.0,67601.0,0.0,38.0,12.0,60000.0,0.0,0.0,0.0,1.0
790930.0,6.0,65100.0,0.0,53.0,11.0,57000.0,1.0,0.0,0.0,1.0
872077.0,6.0,66116.0,1.0,56.0,10.0,18260.0,0.0,0.0,0.0,1.0
901585.0,6.0,66119.0,1.0,30.0,9.0,11800.0,0.0,1.0,0.0,0.0
864671.0,6.0,65900.0,1.0,49.0,9.0,24000.0,1.0,0.0,0.0,0.0
58005.0,6.0,61101.0,0.0,40.0,10.0,40000.0,0.0,0.0,0.0,1.0
362063.0,6.0,62701.0,1.0,28.0,14.0,20000.0,1.0,0.0,0.0,1.0
300199.0,6.0,62305.0,1.0,35.0,14.0,0.0,0.0,0.0,0.0,1.0
1164465.0,6.0,68106.0,0.0,72.0,7.0,15170.0,0.0,0.0,0.0,1.0
1223844.0,6.0,68116.0,1.0,60.0,13.0,47360.0,0.0,0.0,0.0,0.0
916611.0,6.0,65703.0,0.0,18.0,7.0,3000.0,0.0,0.0,0.0,0.0
976673.0,6.0,67605.0,1.0,89.0,9.0,0.0,0.0,0.0,0.0,0.0
456030.0,6.0,63301.0,1.0,23.0,13.0,1500.0,0.0,0.0,1.0,0.0
1215416.0,6.0,68115.0,1.0,36.0,13.0,35000.0,0.0,0.0,1.0,1.0
785135.0,6.0,66106.0,0.0,20.0,10.0,9800.0,0.0,0.0,0.0,0.0
942450.0,6.0,66123.0,1.0,34.0,8.0,4200.0,0.0,1.0,0.0,1.0
1181614.0,6.0,68109.0,0.0,39.0,13.0,40220.0,0.0,0.0,0.0,1.0
651741.0,6.0,65406.0,1.0,27.0,8.0,8400.0,1.0,0.0,0.0,1.0
1061885.0,6.0,67607.0,1.0,70.0,13.0,27800.0,0.0,1.0,0.0,0.0
109025.0,6.0,61402.0,0.0,31.0,8.0,17000.0,0.0,0.0,1.0,0.0
64684.0,6.0,61101.0,1.0,31.0,12.0,42500.0,0.0,0.0,0.0,1.0
706192.0,6.0,65415.0,1.0,23.0,5.0,3600.0,1.0,0.0,0.0,0.0
760696.0,6.0,64500.0,0.0,36.0,11.0,18000.0,0.0,1.0,0.0,0.0
206862.0,6.0,62500.0,0.0,50.0,13.0,79340.0,0.0,0.0,0.0,1.0
141520.0,6.0,61505.0,0.0,58.0,13.0,45200.0,0.0,0.0,0.0,1.0
856601.0,6.0,66111.0,0.0,79.0,4.0,35000.0,1.0,0.0,0.0,1.0
563343.0,6.0,63902.0,1.0,29.0,12.0,25000.0,0.0,0.0,0.0,1.0
1169879.0,6.0,68108.0,0.0,46.0,13.0,53400.0,0.0,0.0,0.0,1.0
488295.0,6.0,63503.0,1.0,46.0,9.0,8300.0,0.0,0.0,0.0,0.0
1187668.0,6.0,68110.0,1.0,87.0,9.0,21100.0,0.0,0.0,0.0,0.0
728068.0,6.0,65418.0,0.0,35.0,9.0,19000.0,1.0,0.0,0.0,1.0
155716.0,6.0,61602.0,1.0,69.0,7.0,7000.0,0.0,0.0,0.0,1.0
947709.0,6.0,66124.0,0.0,75.0,9.0,20100.0,0.0,0.0,0.0,1.0
168983.0,6.0,61800.0,0.0,21.0,9.0,53000.0,1.0,0.0,0.0,0.0
1046558.0,6.0,67601.0,1.0,67.0,14.0,49350.0,0.0,0.0,0.0,1.0
1193755.0,6.0,68112.0,0.0,45.0,12.0,27000.0,0.0,0.0,0.0,1.0
492008.0,6.0,63503.0,0.0,64.0,11.0,60000.0,0.0,0.0,0.0,0.0
718627.0,6.0,65417.0,1.0,20.0,1.0,6000.0,1.0,0.0,0.0,0.0
410091.0,6.0,62709.0,0.0,52.0,3.0,0.0,1.0,0.0,0.0,1.0
407121.0,6.0,62709.0,0.0,38.0,11.0,60230.0,0.0,0.0,0.0,1.0
11897.0,6.0,60200.0,0.0,64.0,14.0,8600.0,0.0,0.0,0.0,1.0
1192973.0,6.0,68112.0,1.0,53.0,10.0,37000.0,0.0,0.0,0.0,1.0
1174866.0,6.0,68109.0,0.0,56.0,15.0,40000.0,0.0,0.0,0.0,0.0
1177843.0,6.0,68109.0,0.0,76.0,14.0,3400.0,0.0,0.0,0.0,0.0
122185.0,6.0,61501.0,1.0,75.0,13.0,18600.0,0.0,0.0,0.0,0.0
125351.0,6.0,61502.0,0.0,23.0,13.0,44900.0,0.0,0.0,0.0,0.0
838577.0,6.0,65000.0,1.0,46.0,13.0,45100.0,0.0,0.0,1.0,1.0
876276.0,6.0,66117.0,0.0,35.0,8.0,55000.0,0.0,0.0,0.0,1.0
1052588.0,6.0,67602.0,1.0,57.0,13.0,139500.0,0.0,0.0,0.0,1.0
551303.0,6.0,63800.0,0.0,51.0,1.0,5000.0,0.0,0.0,0.0,1.0
153388.0,6.0,61602.0,1.0,69.0,9.0,10600.0,0.0,0.0,0.0,1.0
1023680.0,6.0,66900.0,0.0,54.0,6.0,22000.0,0.0,0.0,0.0,1.0
607066.0,6.0,66300.0,0.0,25.0,13.0,75000.0,0.0,0.0,0.0,1.0
317153.0,6.0,62402.0,1.0,52.0,8.0,0.0,0.0,1.0,0.0,0.0
844296.0,6.0,65300.0,1.0,84.0,3.0,7200.0,1.0,0.0,0.0,0.0
338729.0,6.0,62406.0,0.0,33.0,5.0,46000.0,1.0,0.0,0.0,1.0
1219186.0,6.0,68116.0,0.0,24.0,9.0,24230.0,0.0,0.0,0.0,1.0
103784.0,6.0,61303.0,0.0,48.0,13.0,77200.0,0.0,0.0,0.0,0.0
670831.0,6.0,65410.0,1.0,26.0,12.0,0.0,0.0,0.0,0.0,1.0
1186052.0,6.0,68110.0,1.0,32.0,15.0,39000.0,0.0,0.0,0.0,0.0
1028286.0,6.0,67200.0,0.0,28.0,12.0,50300.0,0.0,0.0,0.0,0.0
266573.0,6.0,62204.0,0.0,25.0,11.0,0.0,0.0,0.0,0.0,0.0
1186487.0,6.0,68110.0,0.0,66.0,13.0,99250.0,0.0,0.0,1.0,1.0
332794.0,6.0,62405.0,1.0,39.0,1.0,20000.0,1.0,0.0,0.0,1.0
286337.0,6.0,62302.0,1.0,45.0,13.0,71000.0,0.0,0.0,1.0,1.0
285157.0,6.0,62301.0,0.0,54.0,14.0,88000.0,0.0,0.0,0.0,0.0
107664.0,6.0,61401.0,1.0,21.0,11.0,22000.0,0.0,0.0,0.0,0.0
188691.0,6.0,61902.0,1.0,50.0,9.0,0.0,0.0,0.0,0.0,1.0
156832.0,6.0,61700.0,1.0,37.0,13.0,59800.0,1.0,0.0,0.0,1.0
922965.0,6.0,65600.0,0.0,41.0,13.0,17400.0,0.0,0.0,0.0,0.0
739508.0,6.0,65421.0,1.0,62.0,9.0,22000.0,0.0,1.0,0.0,0.0
851528.0,6.0,66110.0,0.0,46.0,9.0,28000.0,0.0,0.0,1.0,1.0
438439.0,6.0,63001.0,0.0,50.0,9.0,20000.0,0.0,0.0,0.0,0.0
564301.0,6.0,63902.0,0.0,64.0,13.0,9100.0,0.0,0.0,0.0,0.0
871327.0,6.0,66116.0,1.0,31.0,9.0,7500.0,1.0,0.0,0.0,0.0
472024.0,6.0,63402.0,0.0,64.0,10.0,20000.0,1.0,0.0,0.0,1.0
331155.0,6.0,62405.0,0.0,32.0,13.0,78000.0,0.0,0.0,1.0,1.0
106766.0,6.0,61401.0,0.0,20.0,7.0,49000.0,0.0,0.0,0.0,1.0
759148.0,6.0,64500.0,1.0,37.0,9.0,2000.0,0.0,0.0,0.0,1.0
230383.0,6.0,62104.0,0.0,32.0,9.0,0.0,0.0,0.0,0.0,0.0
452347.0,6.0,63301.0,0.0,73.0,1.0,18000.0,1.0,0.0,0.0,1.0
922931.0,6.0,65600.0,1.0,24.0,9.0,20000.0,0.0,0.0,1.0,0.0
54841.0,6.0,60900.0,0.0,47.0,16.0,100000.0,0.0,0.0,0.0,1.0
34482.0,6.0,60600.0,0.0,80.0,13.0,11400.0,0.0,0.0,0.0,1.0
1191457.0,6.0,68111.0,1.0,45.0,11.0,34000.0,0.0,0.0,0.0,0.0
892116.0,6.0,66114.0,0.0,55.0,3.0,12000.0,1.0,0.0,0.0,1.0
531719.0,6.0,64404.0,0.0,20.0,11.0,5070.0,0.0,0.0,0.0,0.0
908353.0,6.0,65702.0,1.0,49.0,6.0,1500.0,0.0,0.0,0.0,0.0
819762.0,6.0,66104.0,0.0,69.0,12.0,39780.0,0.0,0.0,0.0,0.0
384773.0,6.0,62705.0,1.0,37.0,15.0,10000.0,1.0,0.0,0.0,0.0
529994.0,6.0,64403.0,1.0,26.0,10.0,6400.0,1.0,0.0,0.0,1.0
618630.0,6.0,66601.0,1.0,26.0,13.0,32030.0,1.0,0.0,0.0,1.0
295579.0,6.0,62304.0,0.0,79.0,10.0,166400.0,0.0,0.0,0.0,1.0
88526.0,6.0,61000.0,0.0,78.0,12.0,36000.0,0.0,0.0,1.0,1.0
459261.0,6.0,63301.0,1.0,35.0,12.0,61000.0,0.0,0.0,0.0,1.0
204989.0,6.0,62500.0,1.0,29.0,12.0,24100.0,0.0,0.0,0.0,1.0
465482.0,6.0,63401.0,1.0,42.0,8.0,0.0,0.0,0.0,0.0,1.0
1202233.0,6.0,68113.0,1.0,40.0,13.0,55000.0,0.0,0.0,0.0,1.0
136841.0,6.0,61503.0,0.0,51.0,11.0,11300.0,0.0,0.0,0.0,0.0
908949.0,6.0,65702.0,1.0,93.0,1.0,0.0,1.0,0.0,0.0,0.0
336901.0,6.0,62406.0,1.0,60.0,11.0,5600.0,0.0,0.0,0.0,1.0
871749.0,6.0,66116.0,0.0,49.0,3.0,24000.0,1.0,0.0,0.0,1.0
630016.0,6.0,65401.0,1.0,66.0,13.0,58600.0,0.0,0.0,0.0,0.0
288615.0,6.0,62302.0,0.0,82.0,5.0,8800.0,0.0,0.0,0.0,1.0
75391.0,6.0,61103.0,0.0,38.0,13.0,19200.0,0.0,1.0,0.0,0.0
986913.0,6.0,66801.0,0.0,18.0,9.0,0.0,1.0,0.0,0.0,0.0
812994.0,6.0,66102.0,1.0,49.0,9.0,27000.0,1.0,0.0,0.0,0.0
196738.0,6.0,62002.0,0.0,41.0,12.0,0.0,0.0,0.0,0.0,1.0
1083906.0,6.0,67802.0,1.0,32.0,11.0,0.0,1.0,0.0,0.0,1.0
309512.0,6.0,62401.0,1.0,24.0,12.0,8100.0,0.0,0.0,1.0,0.0
204905.0,6.0,62500.0,1.0,75.0,13.0,17100.0,0.0,0.0,0.0,0.0
832586.0,6.0,64900.0,1.0,74.0,11.0,8100.0,0.0,0.0,0.0,1.0
401463.0,6.0,62708.0,0.0,35.0,13.0,95140.0,0.0,0.0,1.0,1.0
453724.0,6.0,63301.0,1.0,71.0,9.0,9400.0,0.0,0.0,0.0,0.0
405259.0,6.0,62708.0,1.0,30.0,10.0,20000.0,0.0,0.0,0.0,0.0
665446.0,6.0,65409.0,0.0,67.0,13.0,68604.0,0.0,0.0,0.0,1.0
829581.0,6.0,64800.0,0.0,44.0,2.0,36300.0,1.0,0.0,0.0,1.0
1028722.0,6.0,67200.0,0.0,39.0,14.0,0.0,0.0,0.0,0.0,0.0
678626.0,6.0,65411.0,0.0,26.0,13.0,33000.0,1.0,0.0,0.0,1.0
315840.0,6.0,62402.0,1.0,33.0,11.0,30000.0,0.0,0.0,0.0,0.0
1012479.0,6.0,67501.0,1.0,20.0,11.0,4000.0,0.0,0.0,1.0,0.0
406415.0,6.0,62709.0,0.0,24.0,11.0,0.0,0.0,0.0,1.0,0.0
855642.0,6.0,66111.0,1.0,22.0,5.0,12500.0,0.0,1.0,0.0,1.0
941862.0,6.0,66123.0,0.0,21.0,8.0,9000.0,1.0,0.0,0.0,0.0
415929.0,6.0,62711.0,1.0,37.0,11.0,38200.0,0.0,1.0,0.0,1.0
269417.0,6.0,62205.0,0.0,49.0,12.0,34000.0,0.0,0.0,1.0,1.0
419419.0,6.0,62711.0,0.0,45.0,8.0,30000.0,0.0,0.0,0.0,0.0
506022.0,6.0,64100.0,1.0,44.0,11.0,52750.0,0.0,0.0,0.0,0.0
319486.0,6.0,62403.0,0.0,37.0,12.0,2500.0,1.0,0.0,0.0,1.0
478853.0,6.0,63501.0,0.0,35.0,11.0,15560.0,0.0,0.0,0.0,0.0
531717.0,6.0,64404.0,0.0,77.0,9.0,5600.0,0.0,0.0,0.0,1.0
1007929.0,6.0,67300.0,0.0,39.0,13.0,50180.0,0.0,0.0,0.0,0.0
1065005.0,6.0,67607.0,0.0,26.0,11.0,20000.0,0.0,0.0,0.0,0.0
584794.0,6.0,66701.0,0.0,55.0,10.0,105000.0,0.0,0.0,0.0,1.0
462355.0,6.0,63302.0,0.0,49.0,3.0,7200.0,0.0,0.0,0.0,0.0
602538.0,6.0,66200.0,0.0,45.0,8.0,35300.0,1.0,0.0,0.0,1.0
1008927.0,6.0,67300.0,0.0,41.0,12.0,27000.0,0.0,1.0,0.0,0.0
757791.0,6.0,64500.0,1.0,40.0,9.0,25000.0,0.0,0.0,0.0,1.0
269082.0,6.0,62205.0,0.0,26.0,13.0,0.0,0.0,0.0,1.0,0.0
1118628.0,6.0,68200.0,1.0,93.0,9.0,15800.0,0.0,0.0,0.0,0.0
912053.0,6.0,65702.0,1.0,85.0,9.0,0.0,0.0,0.0,0.0,1.0
17967.0,6.0,60300.0,0.0,30.0,9.0,10600.0,0.0,0.0,0.0,1.0
911549.0,6.0,65702.0,0.0,49.0,12.0,8100.0,0.0,0.0,1.0,0.0
794384.0,6.0,65800.0,1.0,38.0,9.0,12000.0,0.0,0.0,0.0,1.0
479171.0,6.0,63501.0,0.0,62.0,15.0,100000.0,0.0,0.0,0.0,1.0
882733.0,6.0,66118.0,1.0,49.0,13.0,28500.0,0.0,0.0,1.0,1.0
255566.0,6.0,62201.0,1.0,34.0,13.0,55000.0,0.0,0.0,0.0,1.0
326560.0,6.0,62404.0,0.0,45.0,7.0,8400.0,0.0,1.0,0.0,1.0
829103.0,6.0,64800.0,0.0,84.0,9.0,44000.0,0.0,0.0,0.0,1.0
369389.0,6.0,62702.0,1.0,59.0,13.0,100000.0,0.0,0.0,0.0,1.0
227192.0,6.0,62103.0,1.0,30.0,10.0,41000.0,0.0,0.0,0.0,0.0
1065593.0,6.0,67607.0,0.0,49.0,14.0,115000.0,0.0,0.0,0.0,1.0
259775.0,6.0,62202.0,0.0,88.0,13.0,149000.0,0.0,0.0,0.0,0.0
871413.0,6.0,66116.0,1.0,47.0,1.0,0.0,0.0,0.0,0.0,0.0
858982.0,6.0,66112.0,1.0,40.0,11.0,30000.0,1.0,0.0,0.0,1.0
318105.0,6.0,62402.0,1.0,27.0,10.0,9000.0,0.0,0.0,1.0,0.0
951033.0,6.0,66125.0,0.0,58.0,15.0,150000.0,0.0,0.0,0.0,1.0
41327.0,6.0,60700.0,1.0,19.0,9.0,1810.0,0.0,0.0,0.0,0.0
474846.0,6.0,63402.0,0.0,36.0,13.0,48000.0,0.0,0.0,0.0,1.0
345929.0,6.0,62408.0,1.0,43.0,13.0,20000.0,0.0,0.0,1.0,1.0
1050731.0,6.0,67602.0,0.0,27.0,8.0,22000.0,1.0,0.0,0.0,1.0
499807.0,6.0,64000.0,1.0,52.0,11.0,42000.0,0.0,0.0,0.0,1.0
407996.0,6.0,62709.0,1.0,54.0,2.0,3000.0,1.0,0.0,0.0,1.0
820736.0,6.0,66104.0,0.0,35.0,12.0,60000.0,0.0,0.0,0.0,1.0
320288.0,6.0,62403.0,1.0,26.0,14.0,4000.0,0.0,0.0,0.0,0.0
648139.0,6.0,65404.0,1.0,20.0,6.0,0.0,1.0,0.0,0.0,1.0
644023.0,6.0,65404.0,0.0,48.0,12.0,18300.0,0.0,0.0,0.0,0.0
267852.0,6.0,62204.0,0.0,30.0,12.0,45000.0,0.0,0.0,0.0,0.0
856561.0,6.0,66111.0,0.0,48.0,4.0,26500.0,1.0,0.0,0.0,1.0
398635.0,6.0,62707.0,1.0,49.0,14.0,200.0,0.0,0.0,1.0,1.0
424630.0,6.0,62801.0,1.0,49.0,13.0,48000.0,0.0,0.0,0.0,1.0
58773.0,6.0,61101.0,0.0,52.0,3.0,11300.0,1.0,0.0,0.0,1.0
348370.0,6.0,62408.0,0.0,39.0,13.0,325250.0,0.0,0.0,0.0,1.0
606513.0,6.0,66300.0,0.0,41.0,11.0,40000.0,0.0,0.0,0.0,0.0
1097183.0,6.0,68003.0,1.0,75.0,9.0,16400.0,0.0,0.0,0.0,1.0
638671.0,6.0,65403.0,1.0,65.0,8.0,33300.0,0.0,1.0,0.0,0.0
298907.0,6.0,62304.0,1.0,55.0,12.0,43000.0,0.0,0.0,0.0,0.0
561607.0,6.0,63901.0,0.0,45.0,3.0,17600.0,1.0,0.0,0.0,1.0
367733.0,6.0,62701.0,1.0,19.0,11.0,0.0,0.0,0.0,0.0,0.0
153481.0,6.0,61602.0,1.0,56.0,9.0,18500.0,0.0,0.0,0.0,0.0
967772.0,6.0,67604.0,0.0,18.0,7.0,2500.0,0.0,0.0,0.0,0.0
1051780.0,6.0,67602.0,1.0,31.0,8.0,16000.0,0.0,0.0,0.0,0.0
401214.0,6.0,62707.0,1.0,65.0,13.0,52400.0,0.0,0.0,0.0,0.0
365043.0,6.0,62701.0,1.0,52.0,9.0,68000.0,1.0,0.0,0.0,0.0
852582.0,6.0,66111.0,1.0,26.0,13.0,10000.0,1.0,0.0,0.0,0.0
843023.0,6.0,65300.0,1.0,22.0,5.0,0.0,1.0,0.0,0.0,1.0
976541.0,6.0,67605.0,0.0,73.0,15.0,490.0,0.0,0.0,1.0,0.0
1207708.0,6.0,68114.0,1.0,69.0,12.0,8600.0,1.0,0.0,1.0,1.0
85988.0,6.0,61000.0,1.0,61.0,13.0,37800.0,0.0,0.0,0.0,0.0
1218941.0,6.0,68116.0,0.0,88.0,10.0,24900.0,0.0,0.0,0.0,1.0
670525.0,6.0,65410.0,1.0,50.0,3.0,18300.0,1.0,0.0,0.0,0.0
833147.0,6.0,64900.0,0.0,40.0,11.0,25000.0,0.0,0.0,0.0,1.0
359268.0,6.0,62410.0,1.0,45.0,16.0,24600.0,0.0,0.0,1.0,1.0
576402.0,6.0,63701.0,1.0,44.0,9.0,50000.0,0.0,0.0,0.0,1.0
335538.0,6.0,62406.0,0.0,41.0,11.0,20000.0,0.0,0.0,0.0,1.0
600896.0,6.0,66200.0,1.0,70.0,12.0,29400.0,0.0,0.0,0.0,0.0
820847.0,6.0,66104.0,1.0,30.0,13.0,56000.0,1.0,0.0,0.0,0.0
1027308.0,6.0,67200.0,0.0,84.0,9.0,33400.0,0.0,0.0,0.0,1.0
993863.0,6.0,67400.0,1.0,51.0,9.0,15300.0,0.0,0.0,0.0,0.0
141911.0,6.0,61505.0,0.0,56.0,6.0,69000.0,1.0,0.0,0.0,1.0
405403.0,6.0,62708.0,1.0,23.0,13.0,1000.0,1.0,0.0,0.0,0.0
1005536.0,6.0,67300.0,1.0,35.0,13.0,0.0,0.0,0.0,0.0,1.0
1078545.0,6.0,68001.0,1.0,59.0,11.0,16000.0,0.0,0.0,0.0,0.0
60978.0,6.0,61101.0,1.0,47.0,16.0,49800.0,0.0,0.0,0.0,0.0
1151621.0,6.0,68105.0,1.0,48.0,4.0,12000.0,1.0,0.0,0.0,0.0
1158823.0,6.0,68103.0,0.0,36.0,13.0,62000.0,0.0,0.0,0.0,1.0
392024.0,6.0,62714.0,0.0,20.0,8.0,4000.0,1.0,0.0,0.0,0.0
827402.0,6.0,64800.0,1.0,73.0,2.0,0.0,1.0,0.0,0.0,0.0
299807.0,6.0,62305.0,1.0,80.0,9.0,0.0,0.0,0.0,0.0,1.0
609102.0,6.0,66400.0,0.0,28.0,13.0,30000.0,0.0,0.0,0.0,1.0
1012233.0,6.0,67501.0,1.0,41.0,6.0,0.0,1.0,0.0,0.0,1.0
46566.0,6.0,60800.0,0.0,54.0,12.0,40000.0,0.0,0.0,0.0,1.0
482699.0,6.0,63502.0,1.0,43.0,10.0,22000.0,0.0,0.0,0.0,1.0
176012.0,6.0,63100.0,1.0,67.0,2.0,8400.0,1.0,0.0,0.0,1.0
698917.0,6.0,65413.0,0.0,31.0,13.0,122000.0,0.0,0.0,0.0,0.0
657526.0,6.0,65407.0,0.0,66.0,2.0,28000.0,1.0,0.0,0.0,1.0
